_id,NAME,COUNTRY,DAY,MONTH,YEAR,ROUTE,NAME OF THE TEAM,LEADER
5076,"MR. GARRETT CHRISTIAN
MADISON",USA,23,5,2017,,"MADISON
MOUNTAINEERING
EVEREST EXPEDITION
2017","Mr. Garrett
Christian
Madison"
4337,MR. NURU GAYLZEN SHERPA,NEPAL,21,5,2013,,"""",""""
2423,"MR. DAVID SIMON JOHN TAIT,",UK,5,5,2009,NORMAL,"""",""""
4130,MR. MELVYN PROUDLOCK,UK,13,5,2013,,"""",""""
112,RENHOLD MESSNER,ITALY,20,3,1980,NORTH RIDGE,"""",""""
1171,CHRISTIAN ROSSEL,SWITZERLAND,22,5,2003,S E RIDGE,"""",""""
4457,"MR. KARMA GYALZEN
SHERPA",NEPAL,23,5,2016,,"""",""""
221,NAKAMURA SUSUMU,JAPAN,5,5,1988,NORTH S. COL,"""",
5091,MR. TASHI SHERPA,NEPAL,23,5,2017,,"""",""""
628,ANDREW M. HARRIS,NEW ZEALAND,10,5,1996,S.E. RIDGE,"""",""""
2318,MR. SEBASTIEN SASSEVILLE,CANADA,25,5,2008,NORMAL,"""",""""
3789,MR. PEMBA SHERPA,NEPAL,19,5,2012,,"""",""""
3760,"MR. CHARLES SCOTT
WOOLUMS",USA,26,5,2012,,"EXPEDITION HIMALAYA
EVEREST 2012","Mr. Charles
Scott Woolums"
791,CHHEWANG DORJEE SHERPA,NEPAL,12,5,1999,S.E. RIDGE,"""",""""
2253,MR. TASHI SHERPA,NEPAL,26,5,2008,NORMAL,"""",""""
462,MS. SANTOSH YADAV,INDIA,10,5,1993,S.RIDGE,"INDO-NEPALESE EVEREST
EXPD.",Bachendri Pal
4672,"MR. BENJAMIN IAN
DARLINGTON",AUSTRALIA,19,5,2016,,"""",""""
552,RYUSHI HOSHINO,JAPAN,22,12,1993,"SOUTH WEST
FACE","""",""""
2601,MR. SERGIO MARTINI,ITALY,21,5,2009,NORMAL,"""",""""
1420,REZA ZAREI TOUDESHICI,IRAN,30,5,2005,SE RIDGE,"EVEREST M.C.EXP 2005
GROUP",Miroslav Caban
3693,MR.CHHETEN DORJI SHERPA,NEPAL,19,5,2012,,"""",""""
199,YAGIHARA KUNIAKI,JAPAN,1,1,1985,SOUTHCOL,NAOMI UEMURA FILM EXPD.,Y. Kuniaki
2916,MR. DAVID ALLEN HAHN,USA,25,5,2010,,"RAINIER
MOUNTAINEERING INC.
2010 MT.EVEREST
EXPEDITION","Mr. David Allen
Hahn"
3436,MR. MAHAVIR SINGH,INDIA,25,5,2012,,"HMI EVEREST
EXPEDITION 2012",Mr. Neeraj Rana
403,ROMON PORTILLA BLANCO,SPAIN,15,5,1992,SOUTH PILLAR,"""",""""
4066,MS. CHHANDA GAYAN,INDIA,18,5,2013,,"""",""""
2844,MR. PHURA JANGBU SHERPA,NEPAL,23,5,2010,,"""",""""
5053,LAKPA SHERPA,NEPAL,16,5,2017,,"""",""""
3049,MR. ANG NAMGEL SHERPA,NEPAL,25,5,2010,,"""",""""
5257,MS. NANU MAYA GURUNG,NEPAL,22,6,2017,,"""",""""
4735,"MR. TENGING GYALJEN
SHERPA",NEPAL,19,5,2016,,"""",""""
651,MS. CATHY O' DOWD,SOUTH AFRICA,25,5,1996,S.E. RIDGE,"""",""""
4253,MR.ANGDU SHERPA,NEPAL,23,5,2013,,"""",""""
709,TASHI TSHERING SHERPA,NEPAL,20,5,1998,S.E. RIDGE,"""",""""
4684,MR. PEMBA CHHIRI SHERPA,NEPAL,19,5,2016,,"""",""""
4685,MR.PASANG NIMA SHERPA,NEPAL,19,5,2016,,"""",""""
3510,MR. PASANG NURU SHERPA,NEPAL,19,5,2012,,"""",""""
2068,MR. MINGMAR SHERPA,NEPAL,21,5,2008,NORMAL,"""",""""
1217,HECTOR PONCE DE LEON GOMEZ,MEXICO,16,5,2004,S. E RIDGE,"""",""""
2723,MR. PEM CHHOTAR SHERPA,NEPAL,23,5,2010,,"""",""""
2120,MS. CHUNU SHRESTHA,NEPAL,25,5,2008,NORMAL,"""",""""
315,PASCAL LOUR NAIRN,FRANCE,5,10,1990,SOUTHCOL,"""",""""
2155,MR. IAN RONALD TAYLOR,IRELAND,23,5,2008,NORMAL,"""",""""
1477,JOHN CHRISTOPHER GRAY,USA,31,5,2005,S E RIDGE,EVEREST CLIMBING FOR A CURE EXPEDITION,Deniel Smith
4747,MR. COLIN TIMOTHY O'BRADY,USA,19,5,2016,,"""",""""
114,ANG TENZING SHERPA,NEPAL,21,10,1980,"SOUTH E.
RIDGE","""",""""
961,WILLIAM PRITTIE,USA,16,5,2002,"SOUTH E.
RIDGE","""",William D. Prittie
4338,MR. MINGMA SONA SHERPA,NEPAL,20,5,2013,,"""",""""
4826,MR. JINCHOL CHA,SOUTH KOREA,15,5,2016,,"2016 KYUNGIL
UNIVERSITY ALPINE
CLUB EVEREST
EXPEDITION",Mr. Jinchol Cha
3900,MR. NGIMA NORU SHERPA,NEPAL,20,5,2013,,"""",""""
5191,MR.HEMANT GUPTA,INDIA,27,5,2017,,"""",""""
5301,MR. PASANG BHOTE,NEPAL,21,5,2017,,"""",""""
4044,MR. HORACIO LUIS CUNIETTI,ARGENTINA,19,5,2013,,"""",""""
3607,"MR. NGIMA GYALGEN
SHERPA",NEPAL,19,5,2012,,"""",""""
4293,MR.SERGEY BARANOV,USA,18,5,2013,,"""",""""
3857,MR. PEKMA LAMA BHOTE,NEPAL,19,5,2013,,"""",""""
4803,"MR. PASANG TEMBA
SHERPA",NEPAL,21,5,2016,,"""",""""
3110,MR. DAWA GEL SHERPA,NEPAL,21,5,2011,,"""",""""
2868,MR. LEONARDO MARTIN PROVERBIO,ARGENTINA,23,5,2010,,"""",""""
3470,MR. ANG PASANG SHERPA,NEPAL,26,5,2012,,"""",""""
2182,MR. CHEWANG NIMA SHERPA,NEPAL,24,5,2008,NORMAL,"""",""""
327,JENEZ JEGLIC,YUGOSLAVIA,7,10,1990,SOUTHCOL,"""",""""
605,ARITA SHERPA,NEPAL,15,5,1995,S.E. RIDGE,"""",""""
4446,MR. FURA GYALZEN SHERPA,NEPAL,21,5,2016,,"""",""""
3408,MR. LHAKPA TSHERING SHERPA,NEPAL,25,5,2011,,"""",""""
2906,MR. YILMAZ SEVGUL,TURKEY,23,5,2010,,"""",""""
4597,MR. MAYA SHERPA,NEPAL,19,5,2016,,"""",""""
5265,FERNANDO LATORRE TORRES,SPAIN,27,5,2017,,"SST INT'L EVEREST
EXP. 2017","Fernando
Latorre Torres"
1946,MR. PASANG G. SHERPA,NEPAL,28,5,2008,S.E.RIDGE,"""",""""
1627,JOHN CHARLES POMFRET,UK,18,5,2006,"NORMAL
ROUTE","""",""""
4128,"MR. TIMOTHY JOHN
MOSEDALE",UK,13,5,2013,,"H.G. EVEREST
EXPEDITION 2013","Mr. Timothy
John Mosedale"
1673,AA RITA SHERPA,NEPAL,23,5,2006,"NORMAL
ROUTE","""",""""
3751,MR. PANARU SHERPA,NEPAL,25,5,2012,,"""",""""
1753,NGAA TENJI SHERPA,NEPAL,18,5,2007,S.E.RIDGE,"""",""""
2087,MR. PHILIP J. D. DROWLEY,UK,24,5,2008,NORMAL,"""",""""
4628,MR. HAAKON AASVANG,NORWAY,15,5,2016,,"""",""""
790,KEN NOAUCHI,JAPAN,12,5,1999,S.E. RIDGE,"""",""""
2555,MR.JURGEN KIEPEISZ,AUSTRIA,20,5,2009,NORMAL,"""",""""
5145,SHASHANK TEWARI,INDIA,21,5,2017,,"""",""""
4849,MR. DANURI SHERPA,NEPAL,16,5,2016,,"""",""""
872,LHAKPA CHHIRING SHERPA,NEPAL,24,5,2000,S.E. RIDGE,"""",""""
3985,MR.NIMA SHERPA,NEPAL,21,5,2013,,"""",""""
3541,"MR. HERNAN ALBERTO
CARRACEDO",ARGENTINA,25,5,2012,,"""",""""
2289,MR. PAUL W. TRUMPERLMANN,SOUTH AFRICA,24,5,2008,NORMAL,"""",""""
1621,MASTAN BABU MALLI,INDIA,24,5,2006,"NORMAL
ROUTE","""",""""
74,PIERRE MAZEAUD,FRANCE,15,10,1978,SOUTHCOL,"""",""""
421,PIERRE ROYER,FRANCE,29,9,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
1745,DAWA TENZI SHERPA,NEPAL,25,5,2007,S.E.RIDGE,"""",""""
4752,MR. NGIMA NURU SHERPA,NEPAL,19,5,2016,,"""",""""
3401,MR. TAMURA YUKIHIDE,JAPAN,25,5,2011,,"""",""""
93,PERTEMBA SHERPA,NEPAL,1,10,1979,SOUTHCOL,"""",""""
4850,MR. PHURTENGI SHERPA,NEPAL,16,5,2016,,"""",""""
4196,MR. PEMBA DORJE SHERPA,NEPAL,20,5,2013,,"""",""""
2528,MR. STEPHEN KEER WRAITH,USA,19,5,2009,NORMAL,"""",""""
3253,MR.PAUL ANDREW HAMEISTER,AUSTRALIA,11,5,2011,,"""",""""
2104,MR. PASANG BHOTE SHERPA,NEPAL,24,5,2008,NORMAL,"""",""""
2095,MR. FU TASHI SHERPA,NEPAL,24,5,2008,NORMAL,"""",""""
495,LOPSANG SHERPA,INDIA,16,5,1993,S.RIDGE,"""",""""
1376,CHEWANG NIMA SHERPA,NEPAL,30,5,2005,S E RIDGE,"""",""""
3539,MS. MELISSA SUE ARNOT,USA,26,5,2012,,"""",""""
2585,MR.KARMA SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
2992,MR. DAWA TASHI SHERPA,NEPAL,17,5,2010,,"""",""""
1165,PASANG SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
3608,MR. NGIMA NURU SHERPA,NEPAL,19,5,2012,,"""",""""
1271,DOMA CHHIRI SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE","""",""""
2219,MR. ANG NAMGYAL SHERPA,NEPAL,22,5,2008,NORMAL,"""",""""
1841,SONAM JANGBU SHERPA,NEPAL,21,5,2007,S.E.RIDGE,"""",""""
2641,MS. KAVITA BURATHOKI,INDIA,21,5,2009,NORMAL,"NIM EVEREST EXP.
2009","Mangal
Murthi  Masur"
3832,MR. LAKPA SONAM SHERPA,NEPAL,18,5,2012,,"""",""""
619,TIMOTHY TODD MADSEN,USA,10,5,1996,SOUTHCOL,"""",""""
4554,MR. YUBARAJ RAI,NEPAL,22,5,2016,,"""",""""
2060,MR. SOEREN ALLAN SMIDT,DENMARK,25,5,2008,NORMAL,"""",""""
125,VALIEY KAZBEK,USSR,8,5,1982,S.W. FACEQ,"""",""""
2073,MR. LAKPA NURU SHERPA,NEPAL,21,5,2008,NORMAL,"""",""""
1989,MR. TSERING PANDE BHOTE,NEPAL,21,5,2008,S.E.RIDGE,"""",""""
1499,DANIEL GEORGE GRIFFITH,CANADA,24,5,2006,"SOUTH EAST
RIDGE","""",""""
3120,MR. SHAMGEL SHERPA,NEPAL,25,5,2011,,"""",""""
1514,MINGMA ONGEL SHERPA,NEPAL,23,5,2006,"SOUTH EAST
RIDGE","""",""""
4510,MR. NICHOLAS TALBOT,UK,13,5,2016,,"""",""""
3853,MR. CHATTER SINGH,INDIA,19,5,2013,,"""",""""
870,ARITA SHERPA,NEPAL,24,5,2000,S.E. RIDGE,"""",""""
5166,MS. YE SUN,CHINA,16,5,2017,,"""",""""
1043,CHULDIM NURU SHERPA,NEPAL,25,5,2002,"NORMAL
ROUTE","""",""""
2861,MR. PHURBA SHERPA,NEPAL,23,5,2010,,"""",""""
357,LOPSANG SHERPA,INDIA,12,5,1992,S.E. RIDGE,"""",""""
1163,NGAWANG JANGBOO SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
5107,TSERING THUNDU SHERPA,NEPAL,28,5,2017,,"""",""""
3694,MR. MINGMA SHERPA,NEPAL,19,5,2012,,"""",""""
3818,"MR. ERNESTO OLIVARES
MIRANDA",CHILE,18,5,2012,,"""",""""
4255,MR. DAVID ALLEN HAHN,USA,23,5,2013,,"""",""""
2016,MR. CASEY A. GROM,USA,21,5,2008,NORMAL,"2008 IMG EVEREST
EXP. II",David Allen Hahn
4911,GUILLERMO BENEGAS,USA,25,5,2017,,"BBE EVEREST
EXPEDITION 2017","Guillermo
Benegas"
3806,MR. YUBRAJ DULAL,NEPAL,26,5,2012,,"""",""""
4677,MR. MOHAMMAD MOHAMMADI,IRAN,19,5,2016,,,
4104,MR.DENDI SHERPA,NEPAL,21,5,2013,,"""",""""
1539,EDMUND GUY COTTER,NEW ZEALAND,19,5,2006,"NORMAL
ROUTE","ADVENTURE CONSULTANTS
EVEREST EXPEDITION 06","Edmund
Guy Cotter"
3211,MR. WILLIAM BARKLEY ALLEN,USA,20,5,2011,,"""",""""
333,BERTARND ROCHE,FRANCE,7,10,1990,SOUTHCOL,"""",""""
1733,MICHAEL JOSEPH,IRELAND,25,5,2007,S.E.RIDGE,"""",""""
3085,MR. PAWAN GREWAL,INDIA,20,5,2011,,"""",""""
4646,MR. ANKUR RAWAT,INDIA,19,5,2016,,"""",""""
1259,ANG CHHULDIM SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE","""",""""
5282,MR. CHHANGBA SHERPA,NEPAL,21,5,2017,,"""",""""
1452,DAWA SHERPA,NEPAL,30,5,2005,S E RIDGE,"""",""""
3993,MR TAME BAGANG,INDIA,21,5,2013,,"""",""""
1117,PEMBA NURU SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""","Jean Christophe
Vanwaes"
2171,MS. DIANETTE M. WEL'S,USA,24,5,2008,NORMAL,"""",""""
4010,MR.JANGBU SHERPA,NEPAL,23,5,2013,,"""",""""
2836,MR. PREM DORCHI LAMA,NEPAL,17,5,2010,,"""",""""
2781,MR. ALEXANDER HUG,SWITZERLAND,22,5,2010,,"""",""""
3686,MR. DUANE KENT NELSON,USA,19,5,2012,,2012 IMG EVEREST EXPEDITION I,Mr. Michael Aaron Hamill
3077,MR. NIMA THUNDU SHERPA,NEPAL,20,5,2011,,"""",""""
446,PEMBA NURU SHERPA,NEPAL,22,4,1993,E. RIDGE,"""",""""
3011,MR. EBEN FLEMING RECKORD,USA,23,5,2010,,"""",""""
4828,MR. SUBHAS PAUL,INDIA,21,5,2016,,"""",""""
1414,PEMA NURBU SHERPA,NEPAL,31,5,2005,"SOUTH EAST
RIDGE","""",""""
453,DANURU SHERPA,NEPAL,10,5,1993,E. RIDGE,"""",""""
2496,MR. SASHKO KEDEV,MACEDONIA,19,5,2009,NORMAL,"""",""""
4706,MR. JOEL CURTIS SCHAUER,USA,16,5,2016,,"""",""""
3332,MR. SMITH MARTIN HOWARD,UK,16,5,2011,,"""",""""
15,THOMAS F. HOMBEIN,USA,22,5,1963,SOUTHCOL,AMERICAN EXPEDITION,""""
4344,MR. JAMES DOUGLAS INGRAM,USA,21,5,2013,,"""",""""
946,FRANCOIS LANGLOIS,CANADA,24,5,2001,"SOUTH E.
RIDGE","""",""""
248,DAWA TSHERING,NEPAL,2,10,1988,NORTH WEST,"""",""""
3635,MR.CHHEWANG SHERPA,NEPAL,25,5,2012,,"""",""""
361,GARY IAN BALL,NEW ZEALAND,12,5,1992,S.E. RIDGE,"""",""""
4937,"MR. SANTIAGO FERNANDO
PEREZ",USA,27,5,2017,,"""",""""
2092,MR. HEDD W.L. WILLIAMS,CANADA,24,5,2008,NORMAL,"""",""""
3861,"MR. PEMBA TSHIRING
SHERPA",NEPAL,19,5,2013,,"""",""""
2595,MR. JYHHOW HUANG,TAIWAN,19,5,2009,NORMAL,"""",""""
1579,BHAGAT SINGH RAWAT,INDIA,20,5,2006,"NORMAL
ROUTE","""",""""
4617,"MR. KALJUNG DORJEE
SHERPA",NEPAL,19,5,2016,,"""",""""
4967,MR. CHHEBI BHOTE,NEPAL,21,5,2017,,"""",""""
2314,MR. WANGCHUKAL SHERPA,NEPAL,21,5,2008,NORMAL,"""",""""
3941,MR. SANG MYUNG SUK,SOUTH KOREA,20,5,2013,,"KOREAN DREAM
EVEREST EXPEDITION
2013 SPRING","Mr. Peel Seok
Han"
2575,MR. VLADIMIR KHUTOROVSKIY,USA,20,5,2009,NORMAL,"""",""""
5180,CHHIRING SONAM LAMA,NEPAL,20,5,2017,,"""",""""
3215,MR. KAJI SHERPA,NEPAL,20,5,2011,,"""",""""
491,RAJEEV SHARMA,INDIA,16,5,1993,S.RIDGE,"""",""""
3872,MR. ANG DORCHI SHERPA,NEPAL,19,5,2013,,"""",""""
863,MRS. CHRISTINA F. BOSKOFF,USA,24,5,2000,S.E. RIDGE,"MOUNTAIN MADNESS
SAGARMATHA EXP.","Christina Feld
Boskoff"
1007,STEPHANE SCHAJTER,SWITZERLAND,16,5,2002,"SOUTH E.
RIDGE","""",""""
5103,NIRMAL KUMAR,INDIA,28,5,2017,,"""",""""
1384,JIN HO SEOK,SOUTH KOREA,30,5,2005,S E RIDGE,"""",""""
4872,MR. CHHANGBA SHERPA,NEPAL,21,5,2016,,"""",""""
2758,MR. DORJEE GYALZEN SHERPA,NEPAL,17,5,2010,,"""",""""
2926,MR. DAWA GYALZEN SHERPA,NEPAL,25,5,2010,,"""",""""
1363,EDMUND VIESTURS,USA,17,5,2004,S E RIDGE,"""",""""
4145,"MR. CHHEWANG DORJEE
SHERPA",NEPAL,19,5,2013,,"""",""""
507,MICHEAL C. SINCLAIR,USA,16,5,1993,S.RIDGE,"AMERICAN SAGARMATHA
EXP.","Micheala c.
Sinelair"
1418,PASANG  TENDI SHERPA,NEPAL,31,5,2005,"SOUTH EAST
RIDGE","""",""""
3013,MR. KAREL MASEK,CZECH REPUBLIC,23,5,2010,,"""",""""
26,TERUO MATSUURN,JAPAN,11,5,1965,SOUTHCOL,JAPAN EXPEDITION,
4793,MR. DAVID LIANO GONZALEZ,MEXICO,12,5,2016,,"ECO-EVEREST
EXPEDITION 2016
SPRING","Mr. David Liano
Gonzalez"
2233,MR. NGUYEN MAU LINH,VIETNAM,22,5,2008,NORMAL,"""",""""
1223,EUGENE ELWOOD REHFESLD,USA,17,5,2004,S. E RIDGE,"""",""""
2246,MR. NORIYUKI MURAGUCHI,JAPAN,26,5,2008,NORMAL,"""",""""
1114,NICOLAS MUGNIER,FRANCE,23,5,2003,"SOUTH E.
RIDGE","""",""""
4335,"MR.TENJING GYALJEN
SHERPA",NEPAL,21,5,2013,,"""",""""
4548,MR. FUR KANCHHA SHERPA,NEPAL,19,5,2016,,"""",""""
3866,MR. CHHEMBI SHERPA,NEPAL,20,5,2013,,"""",""""
1774,BJORN A. B. EVENSEN,NORWAY,16,5,2007,S.E.RIDGE,"""",""""
4956,MR. JONATHAN DELL GUIDRY,USA,26,5,2017,,"""",""""
3486,"MR. PASANG TEMBA
SHERPA",NEPAL,19,5,2012,,"""",""""
434,PASANG KAJI SHERPA,NEPAL,7,10,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
2463,MR.TASI TSHERING SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
4609,MR. ROBERT RICHARD LUCAS,UK,12,5,2016,,"""",""""
3194,MR. GYALUK SHERPA,NEPAL,13,5,2011,,"""",""""
4182,PEMBA TSHERING SHERPA,NEPAL,20,5,2013,,"""",""""
1875,LHAKPA T. SHERPA,NEPAL,17,5,2007,S.E.RIDGE,"""",""""
3574,MR. PAUL JAMES KELEHER,UK,25,5,2012,,"H.G. EVEREST
EXPEDITION 2012","Mr. Paul James
Keleher"
2986,MR. SHERAP SHERPA,NEPAL,17,5,2010,,"""",""""
4681,"MR. PASANG ONGCHU
SHERPA",NEPAL,19,5,2016,,"""",""""
4567,MR. ERIC ARY ARNOLD,NETHERLANDS,20,5,2016,,"""",""""
1103,FRANCOIS,FRANCE,22,5,2003,"SOUTH EAST
RIDGE","""",""""
2477,MR.SONAM FINJO SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
2241,MR. PHILIP JAMES CRAMPTON,UK,21,5,2008,NORMAL,"ALTITUDE JUNKIES
INTERNATIONAL EVEREST
EXPEDITION 2008","Philip James
Crampton"
2415,MR. JOHN ARTHUR BLACK,UK,21,5,2009,NORMAL,"""",""""
4215,MR. LHAKPA NURU SHERPA,NEPAL,10,5,2013,,"""",""""
157,NAWANG YONDEN SHERPA,NEPAL,16,12,1983,SOUTHCOL,"""",""""
3361,MR. DAWA TEMBA SHERPA,NEPAL,20,5,2011,,"""",""""
195,CARLES VALLES I OCANA,SPAIN,1,1,1985,NORTH SIDE,"""",""""
616,ANATOLY BOUKREEV,USA,10,5,1996,SOUTHCOL,"""",""""
644,THJLEN SHERPA,NEPAL,23,10,1996,S.E. RIDGE,"""",""""
1783,PASANG TENDI SHERPA,NEPAL,16,5,2007,S.E.RIDGE,"""",""""
2030,MR. YONG SUK KIM,SOUTH KOREA,23,5,2008,NORMAL,2008 KYEONGGI-DO KOREA EVERES-LHOTSE,Sang Ik Nam
1069,LUIS G. BENITAZ,USA,30,5,2003,S E RIDGE,"""",""""
2292,MR. ATUL KARWAL,INDIA,22,5,2008,NORMAL,"SAMAMT. EVEREST
EXP. I 2008",Atul Karwal
5037,MINGMA SONA SHERPA,NEPAL,22,5,2017,,"""",""""
3707,MR. PRAVEEN THAPA,INDIA,25,5,2012,,"""",""""
5089,MR. PEMBA CHHIRI SHERPA,NEPAL,23,5,2017,,"""",""""
4498,MS. TSERING ANGMO,INDIA,22,5,2016,,"""",""""
1671,WILL CROSS,USA,23,5,2006,"NORMAL
ROUTE","""",""""
331,ALAIN DESEZ,FRANCE,7,10,1990,SOUTHCOL,"""",""""
2688,MR. GOKUL THAPA,NEPAL,20,5,2009,NORMAL,"EVEREST EXP FOR NEW
CONSTITUTION AND
WORLD PEACE -2009",Gokul Thapa
2978,MR. PEMBA NURU SHERPA,NEPAL,22,5,2010,,"""",""""
2465,MR.TASI TSHERING SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
623,NAWANG TENZI SHERPA,NEPAL,10,5,1996,SOUTHCOL,"""",""""
3787,MR. MINGMAR DORJI SHERPA,NEPAL,19,5,2012,,"""",""""
3935,MR. CHHIRING SONAM LAMA,NEPAL,21,5,2013,,"""",""""
3862,MR. NGIMA NORU SHERPA,NEPAL,20,5,2013,,"""",""""
3272,MR. COHRS ALLAN KARL,AUSTRALIA,20,5,2011,,"HIMALAYAN ASCENT
EVEREST-2011","Mr. Cohrs Allan
Karl"
2214,MR. MRK ANDREW GEORGE,AUSTRALIA,22,5,2008,NORMAL,"""",""""
3680,"MR. MINGMA TENJIN
SHERPA",NEPAL,19,5,2012,,"""",""""
1850,ROBERT H. CASSERLEY,UK,17,5,2007,S.E.RIDGE,"HG III EVEREST EXP
SPRING 2007","Robert H.
Casserley"
4938,MR. JOHN ZECKENDORF,AUSTRALIA,27,5,2017,,"""",""""
756,PHU TASHI SHERPA,NEPAL,5,5,1999,S.E. RIDGE,"1999 AMERICAN
EVEREST EXPD.",Peter G. Athans
519,AEKSEJ MURALEV,USA,17,5,1993,S.RIDGE,"""",""""
4289,MR.MATTHEW KALAFCHI,CANADA,22,5,2013,,"""",""""
33,FARRIZION INNAMORATE,ITALY,7,5,1973,SOUTHCOL,ITALIAN EXPEDITION,""""
4281,MR. LAKPA SONAM SHERPA,NEPAL,18,5,2013,,"""",""""
4184,MR.TENDI WANGYA SHERPA,NEPAL,20,5,2013,,"""",""""
2851,MR. NELSON CARDONA CARVAJAL,COLOMBIA,17,5,2010,,"""",""""
1158,HAVALDAR LAL SINGH THAPA,INDIA,22,5,2003,"SOUTH EAST
RIDGE","""",""""
1731,CHRISTPOHER H.E. IMRAY,UK,25,5,2007,S.E.RIDGE,"""",""""
745,PASANG CHHIRI SHERPA,NEPAL,26,5,1998,S.E. RIDGE,"""",""""
1729,DR. DANIEL S. MARTIN,UK,25,5,2007,S.E.RIDGE,"""",""""
1703,SAMUEL K.  KAY,UK,20,5,2007,S.E.RIDGE,"""",""""
2705,MR. PASANG SHERPA,NEPAL,23,5,2010,,"""",""""
4004,MR. STEVEN JOHN PEARSON,USA,19,5,2013,,"""",""""
2918,MR. SETH GRIFFITH WATERFALL,USA,25,5,2010,,"""",""""
784,PASANG DAWA SHERPA,NEPAL,12,5,1999,S.E. RIDGE,"""",""""
2764,MR. YOUNG HO HEO,SOUTH KOREA,17,5,2010,,"THE HOPE OF THE
SUCCESS OF 2010
KOREAN EVEREST WORLD
ORIENTAL MEDICINE -BIO
EXPO IN JECON
EXPEDITION 2010","Mr. Young Ho
Heo"
5235,CHHEPA SHERPA,NEPAL,25,5,2017,,"""",""""
230,MR. JOAN MARC BORVAN,FRANCE,26,9,1988,SOUTHCOL,"""",Batard
858,MANUEL GONZAIEX DIZA,SPAIN,22,5,2000,S.E. RIDGE,"EXPEDITION ANDALUCIA
EVEREST 2000","Manuel Gonzale
Diaz"
2158,MS. JENET A. PICKETT,UK,23,5,2008,NORMAL,"""",""""
1402,DOUGLAS LEE BROCKMEYER,USA,30,5,2005,"SOUTH EAST
RIDGE","""",""""
4229,MR. GOTA MIURA,JAPAN,23,5,2013,,"""",""""
409,JUAN MANTES ROR,CHILE,15,5,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
171,JOZEF PSOTKA,CZECHOSLOVAKIA,15,10,1984,"SOUTH POLLER
BUT
DESENDING
FROM S.E.
RIDGE",SLOVAK EVEREST EXP,Frantise Kele
541,ANG PASANG SHERPA,NEPAL,9,10,1993,S.RIDGE,"""",""""
2388,MR.LAKPA N. SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
2489,MR. YOUNG SEOK PARK,SOUTH KOREA,20,5,2009,NORMAL,"2009 PARK'S EVEREST
SOUTH-WEST FACE
EXP.",YoungSeokPark
4514,MR. ANGRINGI SHERPA,NEPAL,13,5,2016,,"""",""""
2891,MR. NINGMA TSHERING SHERPA,NEPAL,24,5,2010,,"""",""""
614,MARTIN ADAMS,USA,10,5,1996,SOUTHCOL,"""",""""
2570,MR. ALEXANDER ABRAMOV,USA,20,5,2009,NORMAL,"7 SUMMITS CLUB
EVEREST 2009",lexander Abramov
2146,MR. OLEG PALIY,UKRAINE,27,5,2088,NORMAL,"""",""""
3882,"MR. KRISHNA BHAKTA
PAUDEL",NEPAL,20,5,2013,,"""",""""
1162,PASANG TENDI SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
2603,MR.PEMBA DORJEE SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
4540,"MR. PEMBA WANCHHU
SHERPA",NEPAL,21,5,2016,,"""",""""
4536,MR. LAKPA NURU SHERPA,NEPAL,21,5,2016,,"""",""""
1653,KENTON EDWARD COOL,FRANCE,17,5,2006,"NORMAL
ROUTE",JAGGED GLOBE EXP.,"Kenton
Edward Cool"
3394,MR. TSHERING DORJEE SHERPA,NEPAL,19,5,2011,,"""",""""
1610,LAKPA RANGDU SHERPA,NEPAL,20,5,2006,"NORMAL
ROUTE","""",""""
2883,MR. DONALL BRAIN HEALY,USA,24,5,2010,,"""",""""
2474,MR.NGIMA SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
565,DAVID D. KEATON,USA,5,9,1994,S.E. RIDGE,"""",""""
4467,MR. NGIMA DORJEE SHERPA,NEPAL,21,5,2016,,"""",""""
4507,MR. MINGMA CHHIRI SHERPA,NEPAL,11,5,2016,,"""",""""
2616,MR. WALTER LASERER,AUSTRIAN,23,5,2009,NORMAL,"""",""""
3768,MR. PASANG KAJI SHERPA,NEPAL,26,5,2012,,"""",""""
4164,MR.TSHERING SHERPA,NEPAL,18,5,2013,,"""",""""
3270,MR. RINJI SHERPA,NEPAL,19,5,2011,,"""",""""
2842,MR. PECHHUMBE SHERPA,NEPAL,23,5,2010,,"""",""""
5238,KALJANG SHERPA,NEPAL,25,5,2017,,"""",""""
1816,PHU TASHI SHERPA,NEPAL,21,5,2007,S.E.RIDGE,"""",""""
