_id,NAME,COUNTRY,DAY,MONTH,YEAR,ROUTE,NAME OF THE TEAM,LEADER
603,APA SHERPA,NEPAL,15,5,1995,S.E. RIDGE,"""",""""
1213,PASANG NURBU SHERPA,NEPAL,16,5,2004,S. E RIDGE,"""",""""
1455,ERIC SAMUEL GARZA,USA,30,5,2005,S E RIDGE,"EVEREST LHOTSE
EXPD. 2005",
4035,MR.TEMBA BHOTE,NEPAL,21,5,2013,,"""",""""
5141,MR. DAWA SHERPA,NEPAL,22,5,2017,,"""",""""
3380,MR. PASANG KAMI SHERPA,NEPAL,11,5,2011,,"""",""""
4591,"MR. MINGMA THINDU
SHERPA",NEPAL,11,5,2016,,"""",""""
319,ANG DAWA SHERPA,NEPAL,6,10,1990,SOUTHCOL,"""",""""
275,TOICHIRO MITANO,JAPAN,13,10,1989,S.E. RIDGE,"KATHMANDU CLUB EXP.
JAPAN",Ken Kanazawa
4670,MR. LYSLE WARREN TURNER,SOUTH AFRICA,19,5,2016,,"""",""""
1176,MINGMA TSHIRI SHEROA,NEPAL,22,5,2003,S E RIDGE,"""",""""
3064,MR. KENTON EDWARD COOL,UK,6,5,2011,,"H.G. EVEREST
EXPEDITION, 2011","Mr. Kenton
Edward Cool"
3908,MR. ANG DORCHI SHERPA,NEPAL,19,5,2013,,"""",""""
1521,MYOUNG HO LEE,SOUTH KOREA,19,5,2006,"SOUTH EAST
RIDGE",,
4180,MR.KHIMI RAM,INDIA,19,5,2013,,"""",""""
5179,DAWA TASHI SHERPA,NEPAL,16,5,2017,,"""",""""
296,PETER G. ATHANS,USA,10,5,1990,SOUTHCOL,"""",""""
3397,MR. MINGMA DORJI SHERPA,NEPAL,19,5,2011,,"""",""""
2514,"MR.DOUGLAS HUGH RICHARD
WAYMARK",UK,19,5,2009,NORMAL,"""",""""
299,ANG ZAMBU SHERPA,NEPAL,10,5,1990,SOUTHCOL,"""",""""
69,MACK JOSEF,GERMANY,14,10,1978,SOUTHCOL,"FRANCO GERMAN JOINT
EXPD.","Dr. Karl Herlig
Koffer"
1943,MR. ALAN A. MALLORY,CANADA,26,5,2008,S.E.RIDGE,"""",""""
2389,MR.PETER LOUIS WHITTAKER,USA,19,5,2009,NORMAL,"RAINIER
MOUNTAINEERING, INC.
2009 MT.EVEREST EXP.","Peter Louis
Whittaker"
4413,MR.THUNDU SHERPA,NEPAL,19,5,2013,,"""",""""
151,DANREIF,USA,9,10,1983,EAST FACE,"""",""""
757,GYALZEN SHERPA,NEPAL,5,5,1999,S.E. RIDGE,"""",""""
4577,"MR. PIETER JOHAN VAN DEN
BROEKE",NETHERLANDS,20,5,2016,,"""",""""
2788,MR. SANGE DORJEE SHERPA,NEPAL,22,5,2010,,"""",""""
2147,MR. OLEKSIY LYKOV,UKRAINE,27,5,2088,NORMAL,"""",""""
3709,MR. TAJ PAL SINGH,INDIA,26,5,2012,,"""",""""
2313,MR. YOUNGJO SON,SOUTH KOREA,22,5,2008,NORMAL,"""",""""
377,DAWA TASHI SHERPA,NEPAL,12,5,1992,S.E. RIDGE,"""",""""
2733,MR. BASANTA KUMAR SINGHAROY,INDIA,17,5,2010,,"""",""""
860,JUAN JOSE FGARRA LORENZO,SPAIN,22,5,2000,S.E. RIDGE,"""",""""
3205,MR. NEAL JAY BEIDLEMAN,USA,20,5,2011,,"""",""""
2481,MR. KIM JONG HO,SOUTH KOREA,19,5,2009,NORMAL,"""",""""
379,ANDREW VOLKOV,USA,12,5,1992,S.E. RIDGE,"""",""""
4694,MR. KALDEN PHURA SHERPA,NEPAL,19,5,2016,,"""",""""
5260,SUSHIL SHERMA,NEPAL,20,5,2017,,"ARUN NEPALI MT.
EVEREST EXPEDITION
2017, SPRING",Sushil Sherma
2562,MR.MIGMA SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
2093,MR. CHHULDIM DORGE SHERPA,NEPAL,24,5,2008,NORMAL,"""",""""
2821,MR. DAWA TENZING SHERPA,NEPAL,22,5,2010,,"""",""""
842,RAM KRISHNA SHRESTHA,NEPAL,21,5,2000,S.E. RIDGE,"EVEREST EXPEDITION
2000 AD NEW RECORD","Bhakta Bahadur
Thakuri"
2019,MR. KURT ALAN SEDBERG,USA,22,5,2008,NORMAL,"""",""""
176,ODD ELIASSEN,UK,21,4,1985,"S.E.
RIDGE","""",""""
1262,LUIS GUILLERMO BENITEZ,USA,17,5,2004,"SOUTH EAST
RIDGE","""",""""
928,LHAKPA TEMBA SHERPA,NEPAL,23,5,2001,"SOUTH E.
RIDGE","""",""""
2586,MR.RINJEE SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
46,DARPHUNTSO,CHINA,27,5,1975,NORTHCOL,"""",""""
1097,DA JANGBU SHERPA,NEPAL,26,5,2003,"SOUTH EAST
RIDGE","""",""""
4374,MR.PEMBA SHERPA,NEPAL,17,5,2013,,"""",""""
2101,MR. PEMBA CHHOTI SHERPA,NEPAL,24,5,2008,NORMAL,"""",""""
3835,"MR. WARNER ROJAS
CHINCHILLA",COSTA RICA,25,5,2012,,"""",""""
2802,MR. HAK KYU KIM,SOUTH KOREA,17,5,2010,,"INTERNATIONAL EVEREST
EXPEDITION 2010","Mr. Wang
Young Yoon"
4348,MR. PAUL NIEL,AUSTRIA,18,5,2013,,"""",""""
2928,MR. JUSTIN REESE MERLE,USA,24,5,2010,,"2010 IMG EVEREST
EXPEDITION II","Mr. Justin
Reese Merle"
284,NURBU JANGBU SHERPA,NEPAL,23,10,1989,WEST RIDGE,"""",""""
1892,NIMA TASHI SHERPA,NEPAL,18,5,2007,S.E.RIDGE,"""",""""
1868,MS. SAMANTHA LARSON,USA,17,5,2007,S.E.RIDGE,"""",""""
1744,TASHI SHERPA,NEPAL,25,5,2007,S.E.RIDGE,"""",""""
2828,"MR. ANGELO EDUARDO MANSO
FELGUEIRAS E. SOUSA",PORTUGAL,17,5,2010,,"""",""""
1303,LHAKPA RITA SHERPA,NEPAL,15,5,2004,S E RIDGE,"""",""""
4578,MR. NIELS PAUL WIECHER,NETHERLANDS,20,5,2016,,"""",""""
2340,MR. KANCHA NURU SHERPA,NEPAL,22,5,2009,NORMAL,"""",""""
2403,MR.KAJI SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
2379,MR.ANG SONA SHERPA,NEPAL,23,5,2009,NORMAL,"""",""""
1942,MR. DENIEL W. MALLORY,CANADA,26,5,2008,S.E.RIDGE,"""",""""
2064,MR. KAJI SHERPA,NEPAL,21,5,2008,NORMAL,"""",""""
3033,MR. KAME SHERPA,NEPAL,17,5,2010,,"""",""""
4908,NGIMA ONGCHHU SHERPA,NEPAL,22,5,2017,,"""",""""
1659,BENEDICT TIMOTHY CLOWES,UK,18,5,2006,"NORMAL
ROUTE","""",""""
4834,MS. ERWEN XIE,CHINA,16,5,2016,,"""",""""
258,ANG RITA SHERPA,NEPAL,14,10,1988,SOUTHCOL,",,",",,"
1836,LHAKPA DORJEE SHERPA,NEPAL,20,5,2007,S.E.RIDGE,"""",""""
4678,MR. DA ONGCHHU SHERPA,NEPAL,21,5,2016,,"""",""""
100,ANG JAMBU SHERPA,NEPAL,2,10,1979,SOUTHCOL,"""",""""
3365,MR. SHINJI TAMURA,JAPAN,11,5,2011,,"""",""""
1780,TSHERING W.SHERPA,NEPAL,16,5,2007,S.E.RIDGE,"""",""""
3078,MR. PASANG DAWA SHERPA,NEPAL,20,5,2011,,"""",""""
1766,ANG GYALZEN SHERPA,NEPAL,21,5,2007,S.E.RIDGE,"""",""""
3674,MS. HEIDI SAND,GERMANY,26,5,2012,,"""",""""
1872,MS. ANDREA MOORE,UK,21,5,2007,S.E.RIDGE,"""",""""
367,RANDALL C. DANTA,USA,12,5,1992,S.E. RIDGE,"""",""""
5004,MINGMA TENJING SHERPA,NEPAL,27,5,2017,,"""",""""
2621,MR.PHURBA SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
4117,"MR. LHAKPA TENZING
SHERPA",NEPAL,20,5,2013,,"""",""""
2860,MR. LHAKPA GYALTSEN SHERPA,NEPAL,23,5,2010,,"""",""""
950,DA NURU SHERPA,NEPAL,24,5,2001,"SOUTH E.
RIDGE","""",""""
3409,MR. PASANG THARKE SHERPA,NEPAL,25,5,2011,,"""",""""
20,C.P. JOHRA,INDIA,24,5,1965,SOUTHCOL,INDIAN EXPEDITION,""""
3538,"MR. ROBERT ALAN MC
DONALD",USA,19,5,2012,,"""",""""
669,BJORN OLASSON,ICELAND,21,5,1997,S.E. RIDGE,INT'L EVEREST EXP.,Jonathan Tinker
219,MUHEHIKO YAMAMOTO,JAPAN,5,5,1988,NORTH,"""",
2754,MR. THOMAS ASH CLAYTOR,USA,17,5,2010,,"""",""""
3631,MR.KAMI RITA SHERPA,NEPAL,19,5,2012,,"""",""""
3711,MR. PRABHU DALAY BISHAT,INDIA,26,5,2012,,"""",""""
3876,MR. PASANG NORBU SHERPA,NEPAL,20,5,2013,,"""",""""
4169,MR.RAMESH THAPA MAGAR,INDIA,19,5,2013,,"NCC MT.EVEREST
EXPEDITION 2013","Mr. Sudhir
Krishnankutty"
3083,MR. VIKAS KAUSHIK,INDIA,20,5,2011,,"""",""""
778,DAWA TEMBA SHERPA,NEPAL,6,5,1999,S.E. RIDGE,"""",""""
4170,MR.JAGAT SINGH,INDIA,19,5,2013,,"""",""""
1019,ANG PASANG SHERPA,NEPAL,16,5,2002,"SOUTH E.
RIDGE","""",""""
2535,MR.TSHERING PADE BHOTE,NEPAL,19,5,2009,NORMAL,"""",""""
1407,REX PEMBERTON,AUSTRALIA,30,5,2005,"SOUTH EAST
RIDGE","""",""""
3612,MR. TASI SHERPA,NEPAL,19,5,2012,,"""",""""
518,VLADMIR KOROTEER,USA,17,5,1993,S.RIDGE,PROGRAMMA PIKI EXP.,Alexander Volgine
1438,TSHIRING WONCHU SHERPA,NEPAL,30,5,2005,"NORMAL
ROUTE","""",""""
2519,MR.PEMA TSHIRI SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
5269,MS VIBEKE ANDREASEFLAND,NORWAY,21,5,2017,,"""",""""
1727,WANGCHU SHERPA,NEPAL,17,5,2007,S.E.RIDGE,"""",""""
3400,MR. TAKAHASHI KATSUMASA,JAPAN,25,5,2011,,"""",""""
2513,MR. WILLIAM ROYSE GOODLAND,UK,19,5,2009,NORMAL,"""",""""
2953,MS. JING WANG,CHINA,22,5,2010,,"""",""""
2651,MR. PASANG K. SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
4648,MR. ARJUN KUMAR THAPA,INDIA,20,5,2016,,"""",""""
1053,ANG PASANG SHERPA,NEPAL,30,5,2003,S E RIDGE,"""",""""
1747,LILA BAHADUR BASNET,NEPAL,25,5,2007,S.E.RIDGE,"""",""""
760,GORAN KROPP,SWEDEN,5,5,1999,S.E. RIDGE,"SWEDISH MT.EVEREST
CLEANING EXP. 99",Goran Kropp
4167,MR.PASANG SHERPA,NEPAL,18,5,2013,,"""",""""
1182,PHUR GYALZEN SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
215,RINJIN PUNCOG,CHINA,5,5,1988,SOUTH-NORTH,"""",
4632,MR. TSERING PANDE BHOTE,NEPAL,19,5,2016,,"""",""""
4650,MR. SIVA KUMAR,INDIA,19,5,2016,,"""",""""
1264,NURU GYALZEN SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE","""",""""
3319,MR. ANG GELJEN SHERPA,NEPAL,20,5,2011,,"""",""""
1554,CHRIS NICHOLS,USA,20,5,2006,"NORMAL
ROUTE","""",""""
2329,MS. PETYA STANIMIROVA KOLCHEVA,BULGARIA,22,5,2009,NORMAL,"""",""""
197,"ANG K. GURUNG ""SHERPA""",NEPAL,1,1,1985,NORTH SIDE,"""",""""
1294,NORIYUKI MURAGUCHI,JAPAN,24,5,2004,S E RIDGE,"""",""""
2510,MR.DAVID CRAVEN,UK,19,5,2009,NORMAL,"""",""""
2003,MR. TASHI PHUNTSOK,INDIA,22,5,2008,NORMAL,"""",""""
1057,ROBERT MADS ANDERSON,USA,26,5,2003,S E RIDGE,"2003 JAGGED GLOBE
EVEREST EXP.","Robert Mads
Anderson"
3825,"MR. TSHERING DORJEE
SHERPA",NEPAL,18,5,2012,,"""",""""
888,FRANCE ODERLAP,SLOVENIA,7,10,2000,SOUTH E. RIDGE,"""",""""
2895,MR. ANG PASANG SHERPA,NEPAL,24,5,2010,,"""",""""
4093,MR.DEAN DOUGLAS STAPLES,NEW ZEALAND,21,5,2013,,"ADVENTURE
CONSULTANTS EVEREST
EXPEDITION 2013","Mr.Dean
Douglas Staples"
4563,MR. LAKPA RANDU SHERPA,NEPAL,19,5,2016,,"""",""""
569,CHHULDING SHERPA,NEPAL,5,9,1994,S.E. RIDGE,"""",""""
2347,MS. LEE PEH GEE,SINGAPORE,22,5,2009,NORMAL,"""",""""
3444,"MR. MINGMA TENJEN
SHERPA",NEPAL,25,5,2012,,"""",""""
1584,PEMBA TSHIRING SHERPA,NEPAL,20,5,2006,"NORMAL
ROUTE","""",""""
140,PETER JAMIESON,USA,7,5,1983,SOUTHCOL,"""",""""
3335,MR. KAASIK ANDRAS,ESTONIA,16,5,2011,,"""",""""
1150,SGT MAJ BHIM BDR GURUNG,NEPAL,22,5,2003,"SOUTH EAST
RIDGE","""",""""
4802,"MR. FUR GALGEN
SHERPA",NEPAL,21,5,2016,,"""",""""
3127,MR. CHHEWANG DORJI SHERPA,NEPAL,27,5,2011,,"""",""""
4823,MR. NGIMA SHERPA,NEPAL,19,5,2016,,"""",""""
464,MS. KUNGA BHOTIA,INDIA,10,5,1993,S.RIDGE,,
2624,MR.SAMDEN BHOTE,NEPAL,23,5,2009,NORMAL,"""",""""
4422,MS. WANG JING,CHINA,23,5,2014,,"HIMALAYAN
EXPERIENCE EVEREST II
2014","Mr.Mark Wynton
Woodward"
595,DAWA TSHIRING SHERPA,NEPAL,10,10,1994,S.E. RIDGE,"""",""""
2441,MR. TAKENORI YOSHIDA,JAPAN,23,5,2009,NORMAL,"""",""""
451,APPA SHERPA,NEPAL,10,5,1993,E. RIDGE,"""",""""
4641,MR. RANVEER SINGH JAMWAL,INDIA,19,5,2016,,INDIAN ARMY EVEREST MASSIF EXPEDITION 2016,Mr. Ranveer Singh jamwal
4785,MR. LAKPA DENDI SHERPA,NEPAL,19,5,2016,,,
4406,MR. NACER IBNABDELJALIL,MOROCCO,20,5,2013,,"""",""""
1269,NGA TEMBA SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE",,
3506,MR RICHARD MICHAEL STIHLER,GERMANY,19,5,2012,,"INTERNATIONAL EVEREST
EXPEDITION 2012","Mr Ralf
Dujmovits"
4463,"MS. WEERAHENNEDIGE
JAYANTHI KURU-UTUMPALA",SRI LANKA,21,5,2016,,"""",""""
1175,JANGBU SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
4287,MR. RAED ZIDAN,USA,22,5,2013,,"""",""""
452,CHHULDIN TEMBA SHERPA,NEPAL,10,5,1993,E. RIDGE,"""",""""
4707,MR. JAMES EDWARD ROTH,AUSTRALIA,15,5,2016,,"ADVENTURES GLOBAL
MT. EVEREST
EXPEDITION - 2016","Mr. Ronald
Kevin Muhl"
3367,MR. BERGSMA RENEE MICHAEL,NETHERLANDS,11,5,2011,,"""",""""
3977,MR. DORCHI SHERPA,NEPAL,19,5,2013,,"""",""""
5198,DAFURI SHERPA,NEPAL,27,5,2017,,"""",""""
2485,MR.SANU SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
4966,MR. PECHHUMBE SHERPA,NEPAL,21,5,2017,,"""",""""
1000,LHAKPA SHERPA,NEPAL,16,5,2002,"SOUTH E.
RIDGE","""",""""
1756,PASANG DAWA SHERPA,NEPAL,18,5,2007,S.E.RIDGE,"""",""""
4907,MINGMAR SHERPA,NEPAL,22,5,2017,,"""",""""
193,OSCAR CADIAXH I PUIG,SPAIN,1,1,1985,NORTH SIDE,"CAIXA DE BARCELONA
A'S EVEREST","Conrad Blanch I
Fors"
4329,MR.ROBERT MORRIS MARSHALL,USA,20,5,2013,,"""",""""
4779,"MR. LHAKPA WONGCHU
SHERPA",NEPAL,19,5,2016,,"""",""""
4436,"MR. DARREN VINCENT
ROGERS",USA,23,5,2016,,"""",""""
2134,MR. DEAN H. SMITH,CANADA,23,5,2008,NORMAL,"""",""""
4488,MR. KAMI GELJEN SHERPA,NEPAL,19,5,2016,,"""",""""
4696,MR. PASANG KAJI SHERPA,NEPAL,20,5,2016,,"""",""""
2442,MR.KAMI CHHIRING SHERPA,NEPAL,23,5,2009,NORMAL,"""",""""
2880,MR. JAMES MICHAEL HORST,USA,24,5,2010,,"""",""""
2315,MR. NGIMA DORJI SHERPA,NEPAL,21,5,2008,NORMAL,"""",""""
4652,"MR. CHANDRA BAHADUR
THAPA",INDIA,19,5,2016,,"""",""""
3916,MR. YIQUAN SUN,CHINA,19,5,2013,,"""",""""
4449,MR. PASANG KAMI SHERPA,NEPAL,23,5,2016,,"""",""""
4357,"MR.MICHAEL JAMES
HASENSTAB",USA,18,5,2013,,"""",""""
3566,MR. FRANCOIS HOUDE,CANADA,19,5,2012,,"SATORI ADVENTURE
EVEREST EXPEDITION
SOUTH FACE 2012","Mr. Francois
Houde"
3350,MR. HIROYUKI KURAOKA,JAPAN,20,5,2011,,"MOUNTAIN
EXPERIENCE-EVEREST
EXPEDITION-11","Mr. Hiroyuki
Kuraoka"
369,SONAM TSHERING SHERPA,NEPAL,12,5,1992,S.E. RIDGE,"""",""""
4877,MR. FURBA ONGDI SHERPA,NEPAL,20,5,2016,,"""",""""
4086,MR.KALJANG SHERPA,NEPAL,20,5,2013,,"""",""""
4538,MR. LAMA KUSANG SHERPA,NEPAL,21,5,2016,,"""",""""
5139,MS. ARINETA MULA,KOSOVO,22,5,2017,,"""",""""
5214,MR. JANGBU SHERPA,NEPAL,22,5,2017,,"""",""""
192,ANG PHURBA SHERPA,NEPAL,30,4,1985,"S.E.
RIDGE","""",""""
3741,"MR. ANG PASANG TSHERI
SHERPA",NEPAL,20,5,2012,,"""",""""
109,MARTIN ZABALETA,SPAIN,14,5,1980,SOUTHCOL,"""",""""
2901,MR. CHHONG KARMA SHERPA,NEPAL,17,5,2010,,"""",""""
3115,MR. LAKPA TASI SHERPA,NEPAL,25,5,2011,,"""",""""
3051,MR. LHAKPA CHHIRING SHERPA,NEPAL,17,5,2010,,"""",""""
4295,MR. PASANG RINJI SHERPA,NEPAL,18,5,2013,,"""",""""
2237,MR. PHURBA CHOTAR SHERPA,NEPAL,22,5,2008,NORMAL,,
5048,DAWA TEMBA SHERPA,NEPAL,20,5,2017,,"""",""""
2306,MR. MATTHEW. J. WILLIAMS,UK,23,5,2008,NORMAL,"""",""""
3665,MR. PHUNURU SHERPA,NEPAL,26,5,2012,,"""",""""
477,MICHEAL GROMM,AUSTRALIA,10,5,1993,S.RIDGE,"AUSTRALIAN 40TH TASHI
ANNIVERSARY EXP.",Tenjing Sherpa
1335,CLIVE BRUCE JONES,NEW ZEALAND,15,5,2004,S E RIDGE,"""",""""
3840,MR. WANGDI SHERPA,NEPAL,25,5,2012,,"""",""""
313,FRIC DECAMP,FRANCE,5,10,1990,SOUTHCOL,FRENCH EVEREST EXP,M. Batard
3754,MR. SONAM DORJEE SHERPA,NEPAL,25,5,2012,,"""",""""
167,ANG DORJEE SHERPA,NEPAL,23,5,1984,SE. RIDGE,"""",""""
1972,MR. ANG PEMBA SHERPA,NEPAL,22,5,2008,S.E.RIDGE,"""",""""
1540,DEAN DOGLAS STAPLES,NEW ZEALAND,19,5,2006,"NORMAL
ROUTE","""",""""
1025,GIMI DORJEE SHERPA,NEPAL,25,5,2002,"SOUTH E.
RIDGE","""",""""
1222,GUILLERMO BENEGAS,USA,17,5,2004,S. E RIDGE,"""",""""
5006,"CHHULDIM ANG DORJEE
SHERPA",NEPAL,21,5,2017,,"""",""""
1618,ANG FURI GYALZEN SHERPA,NEPAL,20,5,2006,"NORMAL
ROUTE","""",""""
4776,MR. PASANG SHERPA,NEPAL,19,5,2016,,"""",""""
4560,MR. KHORSING TERANG,INDIA,19,5,2016,,"ASSAM MT. EVEREST
EXPEDITION 2016","Mr. Manash
Barooah"
2532,MR.LHAKPA CHERING SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
3320,MR. PASANG DAWA SHERPA,NEPAL,20,5,2011,,"""",""""
5001,PASANG BHOTE,NEPAL,22,5,2017,,"""",""""
4428,MR. JUSTIN REESE MERLE,USA,21,5,2016,,"2016 IMG EVEREST
EXPEDITION I","Mr. Justin
Reese Merle"
5125,LAMA KUSANG SHERPA,NEPAL,21,5,2017,,"""",""""
1306,GEORGIOS VOUTIROPOULOS,GREECE,16,5,2004,S E RIDGE,"GREEK NATIONAL
EVEREST EXPEDITION","Panagiotis
Kotonas"
1534,PEMBE CHHOTI SHERPA,NEPAL,24,5,2006,"NORMAL
ROUTE","""",""""
1513,ANG NAMGYA SHERPA,NEPAL,23,5,2006,"SOUTH EAST
RIDGE","""",""""
3338,MR. MINGMA TSIRI SHERPA,NEPAL,16,5,2011,,"""",""""
153,JAY CASSELL,USA,9,10,1983,EAST FACE,"""",""""
4723,"MR. PHILIP CHRISTIAN
FLAEMIG",GERMANY,19,5,2016,,"""",""""
4405,MR. ANDREW COLIN MAY,IRELAND,19,5,2013,,"""",""""
4973,MR. GYALZEN DORJI SHERPA,NEPAL,26,5,2017,,"""",""""
2255,"M. RICHARDO GUERRERO
MARTINEZ",SPAIN,21,5,2008,NORMAL,CORDOBA EVEREST EXP.,"Richardo Guerrero
Martinez"
3771,MR. KARMA GELJEN SHERPA,NEPAL,26,5,2012,,"""",""""
2728,MR. DAWA FINJHOK SHERPA,NEPAL,17,5,2010,,"""",""""
4435,MR. BARTON LYNN WILLIAMS,USA,23,5,2016,,"""",""""
3226,MR. GAVIN CLIFFORD BATE,UK,20,5,2011,,"""",""""
3405,MR. PASANG KIDAR SHERPA,NEPAL,25,5,2011,,"""",""""
5113,SONAM TSHIRING SHERPA,NEPAL,27,5,2017,,"""",""""
3266,MR. TEMBA SHERPA,NEPAL,13,5,2011,,"""",""""
2145,MR. SERGIEY KOVALOV,UKRAINE,27,5,2088,NORMAL,"""",""""
32,SHAMBU TAMANG,NEPAL,5,5,1973,SOUTHCOL,ITALIAN EXPEDITION,""""
1226,NGIMA WONGDIKI SHERPA,NEPAL,17,5,2004,S. E RIDGE,"""",""""
938,IVAN VALLEJO RICAURTA,GERMANY,23,5,2001,"SOUTH E.
RIDGE","""",""""
2281,MS.  PHUL MAYA TAMANG,INDIA,22,5,2008,NORMAL,"""",""""
753,PETER G. ATHANS,USA,5,5,1999,S.E. RIDGE,"1999 AMERICAN
EVEREST EXPD.",Peter G. Athans
3810,"MR. PEMBA TSHIRING
SHERPA",NEPAL,26,5,2012,,"""",""""
310,ALEKSI S. KRAS-NOKUTSKY,USSR,7,10,1990,SOUTHCOL,"""",""""
2766,MR. JAE SEOK HEO,SOUTH KOREA,17,5,2010,,"""",""""
4106,MR.SANGE DORJEE SHERPA,NEPAL,21,5,2013,,"""",""""
3521,MR. GEORGIOS ANDREOU,CYPRUS,19,5,2012,,"""",""""
2367,MR.PASANG RITA SHERPA,NEPAL,23,5,2009,NORMAL,"""",""""
496,TENZING SHERPA,INDIA,16,5,1993,S.RIDGE,"""",""""
3429,MR. KARMA GYALZEN SHERPA,NEPAL,5,5,2011,,"""",""""
206,DWAYNE CONGDON,CANADA,1,1,1986,NORTH SIDE,CANADIAN EXPEDITION,D. Congdon
1136,CAPTAIN SUNIL SINGH RATHOUR,NEPAL,22,5,2003,"SOUTH E.
RIDGE","JOINT INDO-NEPAL ARMY
EVEREST MASSIF EXP.","Lt.Col.Surya Sen
Thakuri &
Lt.Col.Ashok Abbey"
3008,MR.JOHN STEPHEN DAHLEM,USA,24,5,2010,,"""",""""
3902,MR. DA GELZE SHERPA,NEPAL,20,5,2013,,"""",""""
702,PEMA TENJI SHERPA,NEPAL,25,5,1997,S.E. RIDGE,"""",""""
306,ALEXANDER S. LOWE,USA,4,10,1990,SOUTHCOL,"AMERICAN HIMKOOH
EVEREST EXPEDITION",H. Aprin
1193,KEVIN IRA VANN,USA,22,5,2003,S. E RIDGE,"TEAM EVEREST 2003
EXP.",Gary John Guller
4596,MR. PASANG GYALJE SHERPA,NEPAL,19,5,2016,,"""",""""
5181,CHHIRING LAMA,NEPAL,20,5,2017,,"""",""""
1062,ALEJANDRO M.  GARIBAY,MEXICO,26,5,2003,S E RIDGE,"""",""""
844,LAKPA TSHERING SHERPA,NEPAL,21,5,2000,S.E. RIDGE,"""",""""
5105,RAHUL JARNGAL,INDIA,27,5,2017,,"""",""""
4976,MR. SONAM TASHI SHERPA,NEPAL,26,5,2017,,"""",""""
212,CERIN DOJI,CHINA,5,5,1988,NORTH S. COL,"CHINA-JAPAN-NEPAL
FRIENDSHIP EXP.",
1109,LAKPA NURU SHERPA,NEPAL,23,5,2003,"SOUTH E.
RIDGE","""","Jean Michel
Asselin"
4933,"MR. BENJAMIN MASON
JONES",USA,27,5,2017,,"AAI-EVEREST
EXPEDITION-
S2017","MR. Benjamin
Mason Jones"
680,ANG TSHERING SHERPA,NEPAL,23,5,1997,S.E. RIDGE,"""",""""
566,HELLMUT SEITXL,GERMANY,5,9,1994,S.E. RIDGE,"""",""""
2946,MR. JAMLING BHOTE,NEPAL,23,5,2010,,"""",""""
4038,MR.TEMBA CHHIRING BHOTE,NEPAL,21,5,2013,,"""",""""
681,GUY COTTER,NEW ZEALAND,23,5,1997,S.E. RIDGE,"ADVENTURE CONSULTANT
EVEREST EXP. '97",Guy Cotter
181,DA NURU SHERPA,NEPAL,21,4,1985,"S.E.
RIDGE","""",""""
4944,RICHARD HOWARD GALE,UK,16,5,2017,,"GURKHA EVEREST
EXPEDITION 2017 I","Richard Howard
Gale"
4629,MR. SERGII KISHCHENKO,UKRAINE,19,5,2016,,"""",""""
3341,MR. PEMBA CHHONGBI SHERPA,NEPAL,25,5,2011,,"""",""""
4651,MR. MIN BAHADUR TAMANG,INDIA,20,5,2016,,"""",""""
279,CHIRING CHUMDI SHERPA,NEPAL,13,10,1989,S.E. RIDGE,"""",""""
4206,"MR. HERBERT DIETHELM
HELLMUTH",GERMANY,23,5,2013,,"""",""""
3096,MR. TSHERI DEDUK BHOTE,NEPAL,19,5,2011,,"""",""""
1205,KENTA HIROSE,JAPAN,22,5,2003,S. E RIDGE,"""",""""
4863,MR.YOUNGHO HEO,SOUTH KOREA,16,5,2016,,"""",""""
433,APPA SHERPA,NEPAL,7,10,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
290,APA SHERPA,NEPAL,10,5,1990,SOUTHCOL,"""",""""
1028,LASZLO VARKONVI,HUNGARY,25,5,2002,"SOUTH E.
RIDGE","""",""""
536,DORJE SHERPA,NEPAL,7,10,1993,S.RIDGE,"""",""""
3873,MR.LAKPA THENDU SHERPA,NEPAL,20,5,2013,,"""",""""
1188,KAMI SHERPA,NEPAL,22,5,2003,S E RIDGE,"""",""""
189,CHAWANG RINZING SHERPA,NEPAL,29,4,1985,"S.E.
RIDGE","""",""""
3327,MR. CHAPMAN ANDREW STUART,UK,16,5,2011,,"""",""""
5154,MR. NGIMA THENDUK SHERPA,NEPAL,27,5,2017,,,
4056,MR. SAMDEN BHOTE,NEPAL,11,5,2013,,"""",""""
707,DORJEE SHERPA,NEPAL,27,5,1997,S.E. RIDGE,"""",""""
1613,TENZI SHERPA,NEPAL,21,5,2006,"NORMAL
ROUTE","""",""""
271,LHAKPA NURU SHERPA,NEPAL,24,5,1989,S.E. RIDGE,"""",""""
